id_sujet,serie,trial,item,correct,key_press,correct_response,rt,time_elapsed,test_part
3,3,14,2,,8,4,349.0,740153,trial_3_14_2
3,3,14,3,1.0,7,7,958.0,741113,trial_3_14_3
3,3,14,4,1.0,6,6,412.0,741526,trial_3_14_4
3,3,14,5,1.0,1,1,502.0,742028,trial_3_14_5
3,3,14,6,1.0,3,3,414.0,742444,trial_3_14_6
3,3,14,7,1.0,2,2,497.0,742941,trial_3_14_7
3,3,14,8,1.0,9,9,319.0,743261,trial_3_14_8
3,4,1,1,,1,8,25333.0,802507,trial_4_1_1
3,4,1,2,,2,4,100.0,802609,trial_4_1_2
3,4,1,3,,3,5,331.0,802941,trial_4_1_3
3,4,2,1,1.0,4,4,1020.0,809543,trial_4_2_1
3,4,2,2,1.0,1,1,344.0,809887,trial_4_2_2
3,4,2,3,1.0,3,3,213.0,810103,trial_4_2_3
3,4,2,4,1.0,9,9,238.0,810341,trial_4_2_4
3,4,3,1,1.0,6,6,1366.0,818277,trial_4_3_1
3,4,3,2,1.0,4,4,363.0,818641,trial_4_3_2
3,4,3,3,1.0,7,7,445.0,819087,trial_4_3_3
3,4,3,4,1.0,3,3,402.0,819490,trial_4_3_4
3,4,3,5,1.0,2,2,293.0,819785,trial_4_3_5
3,4,4,1,1.0,2,2,1849.0,829261,trial_4_4_1
3,4,4,2,,7,5,375.0,829636,trial_4_4_2
3,4,4,3,1.0,8,8,376.0,830014,trial_4_4_3
3,4,4,4,,5,7,559.0,830574,trial_4_4_4
3,4,4,5,1.0,1,1,292.0,830867,trial_4_4_5
3,4,4,6,1.0,9,9,296.0,831164,trial_4_4_6
3,4,5,1,1.0,5,5,1467.0,841269,trial_4_5_1
3,4,5,2,1.0,6,6,283.0,841553,trial_4_5_2
3,4,5,3,,7,9,477.0,842031,trial_4_5_3
3,4,5,4,,9,7,394.0,842428,trial_4_5_4
3,4,5,5,,1,4,1670.0,844098,trial_4_5_5
3,4,5,6,,2,1,282.0,844380,trial_4_5_6
3,4,5,7,,8,2,493.0,844875,trial_4_5_7
3,4,6,1,1.0,9,9,1337.0,854838,trial_4_6_1
3,4,6,2,1.0,6,6,451.0,855290,trial_4_6_2
3,4,6,3,,5,7,379.0,855669,trial_4_6_3
3,4,6,4,1.0,4,4,466.0,856136,trial_4_6_4
3,4,6,5,1.0,1,1,397.0,856534,trial_4_6_5
3,4,6,6,,7,5,1115.0,857651,trial_4_6_6
3,4,6,7,1.0,8,8,324.0,857976,trial_4_6_7
3,4,7,1,1.0,2,2,1524.0,867105,trial_4_7_1
3,4,7,2,1.0,5,5,349.0,867454,trial_4_7_2
3,4,7,3,1.0,9,9,528.0,867983,trial_4_7_3
3,4,7,4,1.0,4,4,472.0,868455,trial_4_7_4
3,4,7,5,1.0,8,8,483.0,868938,trial_4_7_5
3,4,7,6,1.0,3,3,410.0,869349,trial_4_7_6
3,4,8,1,1.0,4,4,1460.0,879442,trial_4_8_1
3,4,8,2,1.0,9,9,363.0,879807,trial_4_8_2
3,4,8,3,1.0,2,2,434.0,880242,trial_4_8_3
3,4,8,4,1.0,3,3,388.0,880631,trial_4_8_4
3,4,8,5,1.0,7,7,492.0,881123,trial_4_8_5
3,4,8,6,1.0,8,8,274.0,881399,trial_4_8_6
3,4,8,7,1.0,1,1,280.0,881680,trial_4_8_7
3,4,9,1,1.0,2,2,1060.0,891360,trial_4_9_1
3,4,9,2,1.0,9,9,395.0,891756,trial_4_9_2
3,4,9,3,1.0,8,8,303.0,892060,trial_4_9_3
3,4,9,4,1.0,7,7,375.0,892437,trial_4_9_4
3,4,9,5,1.0,4,4,411.0,892850,trial_4_9_5
3,4,9,6,1.0,5,5,391.0,893241,trial_4_9_6
3,4,9,7,1.0,3,3,382.0,893624,trial_4_9_7
3,4,10,1,1.0,8,8,1640.0,904890,trial_4_10_1
3,4,10,2,1.0,7,7,332.0,905223,trial_4_10_2
3,4,10,3,,2,3,550.0,905774,trial_4_10_3
3,4,10,4,,3,2,380.0,906156,trial_4_10_4
3,4,10,5,1.0,9,9,474.0,906632,trial_4_10_5
3,4,10,6,1.0,6,6,676.0,907309,trial_4_10_6
3,4,10,7,1.0,5,5,598.0,907909,trial_4_10_7
3,4,10,8,1.0,1,1,315.0,908224,trial_4_10_8
3,4,11,1,1.0,3,3,1662.0,919522,trial_4_11_1
3,4,11,2,,5,1,377.0,919900,trial_4_11_2
3,4,11,3,1.0,4,4,342.0,920243,trial_4_11_3
3,4,11,4,,1,5,744.0,920988,trial_4_11_4
3,4,11,5,1.0,8,8,549.0,921538,trial_4_11_5
3,4,11,6,,7,2,1249.0,922788,trial_4_11_6
3,4,11,7,,6,7,457.0,923247,trial_4_11_7
3,4,11,8,,2,6,556.0,923804,trial_4_11_8
3,4,12,1,1.0,1,1,1412.0,935862,trial_4_12_1
3,4,12,2,1.0,9,9,264.0,936127,trial_4_12_2
3,4,12,3,1.0,7,7,507.0,936636,trial_4_12_3
3,4,12,4,1.0,4,4,513.0,937150,trial_4_12_4
3,4,12,5,,5,6,877.0,938028,trial_4_12_5
3,4,12,6,,6,5,1090.0,939118,trial_4_12_6
3,4,12,7,,7,8,1749.0,940869,trial_4_12_7
3,4,12,8,,8,2,251.0,941122,trial_4_12_8
3,4,12,9,,9,3,849.0,941972,trial_4_12_9
3,4,13,1,,2,3,870.0,953501,trial_4_13_1
3,4,13,2,,3,8,81.0,953583,trial_4_13_2
3,4,13,3,,4,9,52.0,953636,trial_4_13_3
3,4,13,4,,5,2,44.0,953682,trial_4_13_4
3,4,13,5,,6,7,40.0,953724,trial_4_13_5
3,4,13,6,,7,1,42.0,953766,trial_4_13_6
3,4,13,7,,8,5,42.0,953809,trial_4_13_7
3,4,13,8,,9,4,42.0,953854,trial_4_13_8
3,4,13,9,,9,6,1080.0,954935,trial_4_13_9
3,4,14,1,,9,3,1937.0,966536,trial_4_14_1
3,4,14,2,,8,9,73.0,966612,trial_4_14_2
3,4,14,3,,7,1,37.0,966649,trial_4_14_3
3,4,14,4,,6,8,27.0,966677,trial_4_14_4
3,4,14,5,,5,4,26.0,966702,trial_4_14_5
3,4,14,6,,4,6,26.0,966728,trial_4_14_6
3,4,14,7,,3,7,25.0,966754,trial_4_14_7
3,4,14,8,,2,5,26.0,966781,trial_4_14_8
5,1,1,1,1.0,5,5,2086.97,9493,trial_1_1_1
5,1,1,2,1.0,7,7,1037.28,10534,trial_1_1_2
5,1,1,3,1.0,1,1,229.12,10765,trial_1_1_3
5,1,2,1,1.0,6,6,1130.93,17418,trial_1_2_1
5,1,2,2,1.0,7,7,420.15,17840,trial_1_2_2
5,1,2,3,1.0,2,2,178.3,18021,trial_1_2_3
5,1,2,4,1.0,1,1,220.365,18243,trial_1_2_4
5,1,3,1,1.0,3,3,2035.91,26805,trial_1_3_1
5,1,3,2,1.0,8,8,311.015,27118,trial_1_3_2
5,1,3,3,1.0,1,1,549.585,27669,trial_1_3_3
5,1,3,4,1.0,9,9,503.22,28175,trial_1_3_4
5,1,3,5,1.0,5,5,262.74,28439,trial_1_3_5
5,1,4,1,,5,6,1221.18,37185,trial_1_4_1
5,1,4,2,1.0,9,9,300.215,37488,trial_1_4_2
5,1,4,3,,6,5,1935.06,39431,trial_1_4_3
5,1,4,4,,9,2,358.57,39791,trial_1_4_4
5,1,4,5,,5,4,239.71,40034,trial_1_4_5
5,1,4,6,,2,8,545.42,40581,trial_1_4_6
5,1,5,1,1.0,7,7,2033.31,51139,trial_1_5_1
5,1,5,2,,8,9,398.435,51540,trial_1_5_2
5,1,5,3,1.0,2,2,399.61,51941,trial_1_5_3
5,1,5,4,1.0,8,8,343.915,52286,trial_1_5_4
5,1,5,5,,8,5,362.305,52650,trial_1_5_5
5,1,5,6,1.0,6,6,317.57,52970,trial_1_5_6
5,1,5,7,1.0,3,3,325.66,53298,trial_1_5_7
5,1,6,1,1.0,9,9,1954.78,63780,trial_1_6_1
5,1,6,2,1.0,4,4,225.14,64007,trial_1_6_2
5,1,6,3,1.0,1,1,668.87,64679,trial_1_6_3
